,address,postal_code,rest_name,average_cost,additional_info,rating,rating_category,review,review_date_time,user_name
1404,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Great Food!. As a child in 1951, with my father, we went to Katz's Delicatessen many times. Although they were always busy, we could always muster up the strength to wait for a table, especially with the aroma of a fine delicatessen wafted through the air. I went back years later after moving out of state. I could swear that everything was almost the same, including some of the workers. I understand why they won first place for their pastrami sandwich. If I wasn't currently living in Georgia, This place would be a monthly event for me. Thank God that they kept up the image of the brothers.
Richard Radzik",17-Dec-14,Richard
1405,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   I'm craving for the pastrami. Why dont we have anything like this in Sydney!! these guys know how to make a sandwich. went twice, first time had the pastrami, second time the Reuben. the pastrami was probably my favourite.
a must visit when in NYC.",9-Dec-14,Zebedee
1406,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"The ?World Famous? moniker is often over-used by restaurants.  These guys have a claim on that title, and they don?t need Buddy the Elf to anoint them either.   ...
Read full post on slcfoodradar.com",5-Dec-14,Hyrum Romrell
1407,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Ridiculous prices. This was recommended by a fellow from food on foot tours. We wentt a few days later and had the recommended pastrami sandwich. You receive a number when entering the deli, no prices for sandwiches were available, when our sandwich was made a price was written on the number ticket. The price was 19.75!!!! Are you kidding me!!!! It's criminal! We were so shocked we paid and left. Nothing Is worth 19.75 for a sandwich.
Stay away!!!",4-Dec-14,Strawdawg
1408,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Without a doubt, Katz?s Deli (@ KatzsDeli) is one of the most iconic restaurants in New York. Sure, it?s an incredibly touristy spot and the prices reflect that, but they serve some of the best pastrami I?ve ever had. ...
Read full post on wherejessate.com",27-Nov-14,Jess W.
1409,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Appalling service stemming from a complete misunderstanding.. Not having been to the deli before, we accidently sat at the 'service only' table thinking it was like all the tables nearby.
When a waiter came, we said we didn't want service so we could order at the counter ourselves.
Pointing to a sign on the wall his response: ""Well get the f**k out.""
Never in my life have I had someone swear at me like that - I expected it to be a joke.
He simply could've said we'd need to move to the other tables.
Disappointing.",30-Oct-14,Cyndi
1410,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   Cannot understand any poor reviews here. This is a must do in any New York trip, I just wish we could get something as good back in Australia. The pastrami is unbelievable. Yes you have to wait to order and tables are hard to get but that's generally a sign of a great eatery which this most certainly is!",26-Oct-14,Steven
1411,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"This blog post contains photos only. ...
Read full post on spoonfulsofwanderlust.com",4-Aug-14,Spoonfuls Of Wanderlust
1412,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"NEGATIVE
   Not worth the hype or price. Go somewhere else for a better experience and quality.",24-Jun-14,Corey
1413,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   Delish pastrami. Very friendly staff Way, WAY overpriced. One experience is plenty.",17-Jun-14,MidTowner
1414,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Not Vegan Friendly--Shocking. There are actually 5 or so items on the menu that are vegan, but the knishes are not that impressive and are put in the microwave to cook (not thoroughly). Don't lose your price ticket.",16-Jun-14,Traveling Diner
1415,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"... pastrami not bad, but by no means fantastic; sauerkraut passable, not too sour actually; bread OK, not too dense or too soft... ...
Read full post on vanbrosia.com",15-Jun-14,J At Vanbrosia.com
1417,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"NEGATIVE
   Pastrami Reuben and Matzo ball soup. The sandwich was ok. Not as good as Carnegie Deli's Pastrami Reuben but more reasonably priced. Matzo ball soup was good. It was the 1st time I have ever had it so I have nothing to compare it to but I would order it again. We waited in line for at least 30 minutes because each person in front of us ordered multiple sandwiches. It was chaotic, busy and confusing. Have to go in 1 line to order a sandwich, then another line to order drinks or side items and the have to wait again to find an empty table. I only say 1 of the sandwich guys with a smile. The rest looked like they were having a miserable day. I would eat there again if I happened to be in the neighborhood but would not make a special trip to go there. If you go, I think your best bet is to sit in the ""waiter"" section where you can have a seat and order from a menu and not have to deal with the chaos of the sandwich lines.",20-May-14,Jojo
1418,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Long lines great food!. A must visit Deli while visiting NYC!
We had the pastrami sandwich along with the corned beef sandwich, lines were long to eat in so we decided to Über it to Central Park and eat it in the park.",9-May-14,Fallongage
1419,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Rolled up 15 deep after a night of the LES for my bachelor party. $20 sandwich never tasted any better. Everyone comes here so anticipate lines with a bouncer to let you in. ...
Read full post on foodhipster206.com",28-Apr-14,Dave Nguyen Foodhipster206.com
1420,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"NEGATIVE
   Interesting experience, atmosphere was great, but the food extremely ordinary & service was unfriendly and uninspired.
Would not recommend.",25-Apr-14,Mark Moeller
1421,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Great place to eat. The exact same moment that I look at these pictures, memories start to come back from this place. Awww all that delicious food. I can't help it... I officially am hungry at the moment, even thou I had something to eat an hour ago.
Really this is one of the best places in NYC",16-Apr-14,Garretlouis85
1423,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"RATED
  Over rated.. The place is a dive. The sandwiches are way to salty, the fries, potato salad and cole slaw are really nothing special. Not worth eating.

I'll be going to the 2nd Avenue Deli, instead.",21-Mar-14,Henry
1424,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"Katz's is delightfully old school, the servers are slightly gruff, the walls are unabashedly filled with memorabilia and the place clearly hasn't seen a face lift in more recent times, which just adds to the character. ...
Read full post on imsohungree.blogspot.com",16-Mar-14,Ashley
1425,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,Best meat of my life. Very rich sandwiches. They carve the meat right in front of you. Shared the Reuben with my friend and it was the perfect size. It was packed when we got there and go through the line in about ten minutes! Sandwich cost $17 but worth every Penney. Would def recommend checking it out!,16-Mar-14,Jackie Tubb
1426,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   It's where I met hot pastrami. Katz's Deli, ahhh...it's an institution which makes it a tourist attraction in it's own right. The first time I went I encountered a huge line and decided not to wait because it'd be at least 2hrs..bugger that for a sandwich. The next day I was sure to arrive early and grab my ticket thus making sure I'd get to experience this institution.

The process is easy enough..take your ticket and approach the sandwich maker who will give you a sample of the pastrami, give him a tip and then tell him what you'd like. Then move down the line to the drinks and finally the desserts...then go find yourself a seat and gorge yourself silly on the finest sandwich you'll eat.

I look forward to returning this July.",14-Mar-14,Mr MM Smith
1427,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"As we were leaving, another vegetarian entered. I heard her asking the staff if there was anything for her to eat, to which they had answered: ?Of course, we have salads and potato latkes.? Sorry darl, disappointment awaited you. ...
Read full post on nouveaupotato.blogspot.com",8-Mar-14,Elisa
1428,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"This place is known for its sandwiches and the famous scene from When Harry Met Sally. The service staff are efficient and you get to try some of the meat before you purchase your meal. Delicious! ...
Read full post on onthechoppingboard.com",27-Feb-14,On The Chopping Board
1429,"205 East Houston Street, New York, NY 10002",NY 10002,Katz's Delicatessen,30,"['Breakfast', 'Takeout Available', 'Wine and Beer', 'Kosher']",4.9,excellent,"POSITIVE
   The One. This is ""the deli"" to me. I love sandwiches and they cater to those like me. I never enter into New York without stepping foot into what is the standard of delis. Turkey on rye with chopped liver and spicy mustard with a side of pickled tomatoes. Or you can really go for the gold and get the infamous pastrami but add corned beef and kraut or coleslaw with melted cheese. Need I say more.",14-Feb-14,TasteofLife412
