review,rest_name,review_date_time,user_name
"... pastrami not bad, but by no means fantastic; sauerkraut passable, not too sour actually; bread OK, not too dense or too soft... ...
Read full post on vanbrosia.com",Katz's Delicatessen,15-Jun-14,J At Vanbrosia.com
,Katz's Delicatessen,9-Jun-14,DineoutGal
"NEGATIVE
   Pastrami Reuben and Matzo ball soup. The sandwich was ok. Not as good as Carnegie Deli's Pastrami Reuben but more reasonably priced. Matzo ball soup was good. It was the 1st time I have ever had it so I have nothing to compare it to but I would order it again. We waited in line for at least 30 minutes because each person in front of us ordered multiple sandwiches. It was chaotic, busy and confusing. Have to go in 1 line to order a sandwich, then another line to order drinks or side items and the have to wait again to find an empty table. I only say 1 of the sandwich guys with a smile. The rest looked like they were having a miserable day. I would eat there again if I happened to be in the neighborhood but would not make a special trip to go there. If you go, I think your best bet is to sit in the ""waiter"" section where you can have a seat and order from a menu and not have to deal with the chaos of the sandwich lines.",Katz's Delicatessen,20-May-14,Jojo
"Long lines great food!. A must visit Deli while visiting NYC!
We had the pastrami sandwich along with the corned beef sandwich, lines were long to eat in so we decided to Über it to Central Park and eat it in the park.",Katz's Delicatessen,9-May-14,Fallongage
"Rolled up 15 deep after a night of the LES for my bachelor party. $20 sandwich never tasted any better. Everyone comes here so anticipate lines with a bouncer to let you in. ...
Read full post on foodhipster206.com",Katz's Delicatessen,28-Apr-14,Dave Nguyen Foodhipster206.com
"NEGATIVE
   Interesting experience, atmosphere was great, but the food extremely ordinary & service was unfriendly and uninspired.
Would not recommend.",Katz's Delicatessen,25-Apr-14,Mark Moeller
"Great place to eat. The exact same moment that I look at these pictures, memories start to come back from this place. Awww all that delicious food. I can't help it... I officially am hungry at the moment, even thou I had something to eat an hour ago.
Really this is one of the best places in NYC",Katz's Delicatessen,16-Apr-14,Garretlouis85
,Katz's Delicatessen,9-Apr-14,Moderate Indulgence
"RATED
  Over rated.. The place is a dive. The sandwiches are way to salty, the fries, potato salad and cole slaw are really nothing special. Not worth eating.

I'll be going to the 2nd Avenue Deli, instead.",Katz's Delicatessen,21-Mar-14,Henry
"Katz's is delightfully old school, the servers are slightly gruff, the walls are unabashedly filled with memorabilia and the place clearly hasn't seen a face lift in more recent times, which just adds to the character. ...
Read full post on imsohungree.blogspot.com",Katz's Delicatessen,16-Mar-14,Ashley
Best meat of my life. Very rich sandwiches. They carve the meat right in front of you. Shared the Reuben with my friend and it was the perfect size. It was packed when we got there and go through the line in about ten minutes! Sandwich cost $17 but worth every Penney. Would def recommend checking it out!,Katz's Delicatessen,16-Mar-14,Jackie Tubb
"POSITIVE
   It's where I met hot pastrami. Katz's Deli, ahhh...it's an institution which makes it a tourist attraction in it's own right. The first time I went I encountered a huge line and decided not to wait because it'd be at least 2hrs..bugger that for a sandwich. The next day I was sure to arrive early and grab my ticket thus making sure I'd get to experience this institution.

The process is easy enough..take your ticket and approach the sandwich maker who will give you a sample of the pastrami, give him a tip and then tell him what you'd like. Then move down the line to the drinks and finally the desserts...then go find yourself a seat and gorge yourself silly on the finest sandwich you'll eat.

I look forward to returning this July.",Katz's Delicatessen,14-Mar-14,Mr MM Smith
"As we were leaving, another vegetarian entered. I heard her asking the staff if there was anything for her to eat, to which they had answered: “Of course, we have salads and potato latkes.” Sorry darl, disappointment awaited you. ...
Read full post on nouveaupotato.blogspot.com",Katz's Delicatessen,8-Mar-14,Elisa
"This place is known for its sandwiches and the famous scene from When Harry Met Sally. The service staff are efficient and you get to try some of the meat before you purchase your meal. Delicious! ...
Read full post on onthechoppingboard.com",Katz's Delicatessen,27-Feb-14,On The Chopping Board
"POSITIVE
   The One. This is ""the deli"" to me. I love sandwiches and they cater to those like me. I never enter into New York without stepping foot into what is the standard of delis. Turkey on rye with chopped liver and spicy mustard with a side of pickled tomatoes. Or you can really go for the gold and get the infamous pastrami but add corned beef and kraut or coleslaw with melted cheese. Need I say more.",Katz's Delicatessen,14-Feb-14,TasteofLife412
,Katz's Delicatessen,8-Feb-14,Ed
"RATED
  The best PERIOD!! Pastrami King!!",Katz's Delicatessen,20-Jan-14,A. Scott Kiehner
Not going to lie its really good but those greedy bast@&$s rape you on the price and if youre not careful a $120 dollar ticket will be on your car when you get out,Katz's Delicatessen,12-Jan-14,Steve
Overpriced tourist trap. This place is a dirty over priced tourist trap. They only except cash to avoid paying required taxes. Employees are rude.,Katz's Delicatessen,31-Dec-13,Kevcoinc
"Ask for recommendations in New York and Katz's Deli will almost always appear. I'm from an industrial town in the North of England, which feels a million miles away from the glitz of New York City, yet I know a surprising number of people who have made the trip to a glorified butty shop on the other side of the Pond. ...
Read full post on dollybakes.co.uk",Katz's Delicatessen,30-Dec-13,DollyBakes
"Katz’s Delicatessen is the place to go for pastrami, hot dogs, corned beef, and salami. Everyone should endeavor to go at least once, no exceptions. ...
Read full post on eastvillagevibe.com",Katz's Delicatessen,6-Dec-13,East Village Vibe
"NEGATIVE
   This place was a madhouse! Far too busy, hectic and cash only! Which they only tell you when you're at the register! I was not blown away by anything I ate and would never return here.",Katz's Delicatessen,1-Dec-13,Lindsey Annmarie
"POSITIVE
   Great sandwiches with a mountain layer of meat mmmm and pickles! Love it",Katz's Delicatessen,22-Nov-13,Phuong Tran
"NEGATIVE
   The cost and wait outweigh the experience. I had heard a lot about Katz's from friends and TV so I opted to try it out. At any given time there are about ten guys making sandwiches so you choose one man's line and wait. Although I appreciate the notion of hand-cutting the meat right in front of me, it took forever. Disclaimer: there is also an option to be seated and waited on, but I feel this would probably take even longer. The sandwich tasted great and filled me up for the rest of the day, but I was frustrated by the cost of $16 for a sandwich which I had to wait 20+ minutes waiting in line for.",Katz's Delicatessen,18-Nov-13,CV Road Runner
"NEGATIVE
   Average only good thing was the photos good was nothing special.",Katz's Delicatessen,15-Nov-13,Food 2 Run
"NEGATIVE
   Disappointing ..... Had heard so much about this place & was so looking forward to trying it out. Extremely busy, service was poor, food was reflective of this. Best described as a slab of meat with no taste on a plate. Very very ordinary ! Nothing at all to brag about & would never eat there again ...",Katz's Delicatessen,15-Nov-13,Ang
"It was served with sauerkraut, cheese and Russian dressing. The meat was literally melting in our mouth. I loved it, but it is clearly a heavy sandwich. ...
Read full post on ijustwanttoeat.com",Katz's Delicatessen,7-Nov-13,I Just Want To Eat
"POSITIVE
   Unique experience. To say the least. Cash only but they have an ATM in the back that doesn't charge too much for a fee. You better know what you want when you order. I am new to the process being from out of town so it was fairly confusing. The pastrami made up for all of it. Delicious! Highly recommend everyone live the Katz's experience.",Katz's Delicatessen,31-Oct-13,Kmart
